stratum_type,project,vendor,sequence_scope,tool_family,run_n,run_mean,run_p50,run_p90,run_p95,run_p99,run_max,runs_ge_3_share,runs_ge_5_share
project,eunomia.dev,ALL,same_prompt,write,51,1.2549019607843137,1.0,2.0,2.0,2.5,3,0.0196078431372549,0.0
project_vendor,eunomia.dev,claude,full_stream,coordination,11,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,full_stream,edit,154,3.7142857142857144,2.0,8.0,11.699999999999989,29.289999999999992,78,0.3181818181818182,0.18831168831168832
project_vendor,eunomia.dev,claude,full_stream,fetch,71,4.352112676056338,3.0,9.0,13.0,30.19999999999999,33,0.5352112676056338,0.23943661971830985
project_vendor,eunomia.dev,claude,full_stream,multimodal,1,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,full_stream,other,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,full_stream,read,256,1.9375,1.0,4.0,5.0,9.449999999999989,17,0.1796875,0.09375
project_vendor,eunomia.dev,claude,full_stream,search,82,4.829268292682927,3.0,12.0,16.950000000000003,22.749999999999943,43,0.5121951219512195,0.25609756097560976
project_vendor,eunomia.dev,claude,full_stream,shell,319,4.084639498432602,2.0,8.0,12.099999999999966,23.819999999999993,122,0.445141065830721,0.2413793103448276
project_vendor,eunomia.dev,claude,full_stream,skill,5,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,full_stream,task,55,1.6727272727272726,1.0,3.0,4.0,4.0,4,0.16363636363636364,0.0
project_vendor,eunomia.dev,claude,full_stream,tool discovery,59,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,full_stream,wait/control,6,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,full_stream,write,51,1.2549019607843137,1.0,2.0,2.0,2.5,3,0.0196078431372549,0.0
project_vendor,eunomia.dev,claude,same_prompt,coordination,11,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,same_prompt,edit,181,3.160220994475138,1.0,7.0,11.0,20.99999999999983,78,0.2541436464088398,0.13812154696132597
project_vendor,eunomia.dev,claude,same_prompt,fetch,71,4.352112676056338,3.0,9.0,13.0,30.19999999999999,33,0.5352112676056338,0.23943661971830985
project_vendor,eunomia.dev,claude,same_prompt,multimodal,1,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,same_prompt,other,2,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,same_prompt,read,273,1.8168498168498168,1.0,3.0,5.0,9.0,17,0.16483516483516483,0.06593406593406594
project_vendor,eunomia.dev,claude,same_prompt,search,82,4.829268292682927,3.0,12.0,16.950000000000003,22.749999999999943,43,0.5121951219512195,0.25609756097560976
project_vendor,eunomia.dev,claude,same_prompt,shell,401,3.2493765586034913,2.0,6.0,11.0,19.0,59,0.371571072319202,0.17955112219451372
project_vendor,eunomia.dev,claude,same_prompt,skill,5,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,same_prompt,task,59,1.5593220338983051,1.0,3.0,4.0,4.0,4,0.13559322033898305,0.0
project_vendor,eunomia.dev,claude,same_prompt,tool discovery,59,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,same_prompt,wait/control,6,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,claude,same_prompt,write,51,1.2549019607843137,1.0,2.0,2.0,2.5,3,0.0196078431372549,0.0
project_vendor,eunomia.dev,codex,full_stream,coordination,143,1.4895104895104896,1.0,2.0,2.0,6.0,16,0.04895104895104895,0.027972027972027972
project_vendor,eunomia.dev,codex,full_stream,edit,215,2.13953488372093,1.0,5.0,6.299999999999983,11.0,12,0.2558139534883721,0.11162790697674418
project_vendor,eunomia.dev,codex,full_stream,fetch,2,3.5,3.5,3.9,3.95,3.99,4,1.0,0.0
project_vendor,eunomia.dev,codex,full_stream,multimodal,16,1.75,1.0,3.5,4.0,4.0,4,0.1875,0.0
project_vendor,eunomia.dev,codex,full_stream,other,8,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,codex,full_stream,plan/goal,27,1.037037037037037,1.0,1.0,1.0,1.7399999999999984,2,0.0,0.0
project_vendor,eunomia.dev,codex,full_stream,shell,1412,4.825779036827195,2.0,11.0,19.0,46.6700000000003,165,0.391643059490085,0.24645892351274787
project_vendor,eunomia.dev,codex,full_stream,task,18,1.5555555555555556,1.0,2.3000000000000007,3.0,3.0,3,0.1111111111111111,0.0
project_vendor,eunomia.dev,codex,full_stream,wait/control,1037,2.867888138862102,1.0,6.0,11.0,26.6400000000001,54,0.23625843780135006,0.1253616200578592
project_vendor,eunomia.dev,codex,same_prompt,coordination,144,1.4791666666666667,1.0,2.0,2.0,5.569999999999993,16,0.04861111111111111,0.027777777777777776
project_vendor,eunomia.dev,codex,same_prompt,edit,216,2.1296296296296298,1.0,5.0,6.0,11.0,12,0.25462962962962965,0.1111111111111111
project_vendor,eunomia.dev,codex,same_prompt,fetch,2,3.5,3.5,3.9,3.95,3.99,4,1.0,0.0
project_vendor,eunomia.dev,codex,same_prompt,multimodal,16,1.75,1.0,3.5,4.0,4.0,4,0.1875,0.0
project_vendor,eunomia.dev,codex,same_prompt,other,8,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,codex,same_prompt,plan/goal,28,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0
project_vendor,eunomia.dev,codex,same_prompt,shell,1599,4.261413383364603,2.0,9.0,15.0,35.01999999999998,113,0.40275171982489055,0.2313946216385241
project_vendor,eunomia.dev,codex,same_prompt,task,18,1.5555555555555556,1.0,2.3000000000000007,3.0,3.0,3,0.1111111111111111,0.0
project_vendor,eunomia.dev,codex,same_prompt,wait/control,1053,2.8243114909781575,1.0,6.0,10.0,26.480000000000018,54,0.2345679012345679,0.12440645773979107
